"DATE","Metro","Tier","HPI"
1994-11-01,"Denver","High",71.61
1994-12-01,"Denver","High",71.86
1995-01-01,"Denver","High",72.05
1995-02-01,"Denver","High",72.36
1995-03-01,"Denver","High",72.79
1995-04-01,"Denver","High",72.6
1995-05-01,"Denver","High",72.69
1995-06-01,"Denver","High",72.63
1995-07-01,"Denver","High",72.89
1995-08-01,"Denver","High",73.36
1995-09-01,"Denver","High",73.75
1995-10-01,"Denver","High",74.02
1995-11-01,"Denver","High",74.1
1995-12-01,"Denver","High",74.29
1996-01-01,"Denver","High",74.46
1996-02-01,"Denver","High",74.51
1996-03-01,"Denver","High",74.72
1996-04-01,"Denver","High",75.11
1996-05-01,"Denver","High",75.58
1996-06-01,"Denver","High",75.74
1996-07-01,"Denver","High",75.98
1996-08-01,"Denver","High",75.83
1996-09-01,"Denver","High",76.15
1996-10-01,"Denver","High",76.48
1996-11-01,"Denver","High",77.09
1996-12-01,"Denver","High",77.37
1997-01-01,"Denver","High",77.56
1997-02-01,"Denver","High",77.73
1997-03-01,"Denver","High",78.07
1997-04-01,"Denver","High",78.46
1997-05-01,"Denver","High",78.62
1997-06-01,"Denver","High",79.04
1997-07-01,"Denver","High",79.48
1997-08-01,"Denver","High",79.9
1997-09-01,"Denver","High",79.96
1997-10-01,"Denver","High",80.23
1997-11-01,"Denver","High",80.73
1997-12-01,"Denver","High",81.38
1998-01-01,"Denver","High",81.96
1998-02-01,"Denver","High",82.17
1998-03-01,"Denver","High",82.21
1998-04-01,"Denver","High",82.93
1998-05-01,"Denver","High",83.75
1998-06-01,"Denver","High",84.6
1998-07-01,"Denver","High",85.24
1998-08-01,"Denver","High",86.08
1998-09-01,"Denver","High",86.75
1998-10-01,"Denver","High",87.56
1998-11-01,"Denver","High",88.25
1998-12-01,"Denver","High",88.55
1999-01-01,"Denver","High",89.76
1999-02-01,"Denver","High",90.83
1999-03-01,"Denver","High",92.26
1999-04-01,"Denver","High",92.96
1999-05-01,"Denver","High",93.7
1999-06-01,"Denver","High",94.25
1999-07-01,"Denver","High",95.04
1999-08-01,"Denver","High",95.9
1999-09-01,"Denver","High",97.23
1999-10-01,"Denver","High",98.17
1999-11-01,"Denver","High",98.84
1999-12-01,"Denver","High",99.57
2000-01-01,"Denver","High",100.8
2000-02-01,"Denver","High",101.5
2000-03-01,"Denver","High",102.41
2000-04-01,"Denver","High",103.35
2000-05-01,"Denver","High",104.52
2000-06-01,"Denver","High",105.95
2000-07-01,"Denver","High",107.17
2000-08-01,"Denver","High",108.21
2000-09-01,"Denver","High",109.5
2000-10-01,"Denver","High",110.65
2000-11-01,"Denver","High",112.16
2000-12-01,"Denver","High",113.38
2001-01-01,"Denver","High",114.28
2001-02-01,"Denver","High",115.43
2001-03-01,"Denver","High",115.81
2001-04-01,"Denver","High",116.9
2001-05-01,"Denver","High",117.48
2001-06-01,"Denver","High",117.91
2001-07-01,"Denver","High",118.23
2001-08-01,"Denver","High",118.74
2001-09-01,"Denver","High",119.31
2001-10-01,"Denver","High",119.27
2001-11-01,"Denver","High",118.54
2001-12-01,"Denver","High",118.06
2002-01-01,"Denver","High",118.82
2002-02-01,"Denver","High",119.14
2002-03-01,"Denver","High",119.76
2002-04-01,"Denver","High",119.8
2002-05-01,"Denver","High",120.33
2002-06-01,"Denver","High",120.72
2002-07-01,"Denver","High",121.05
2002-08-01,"Denver","High",120.95
2002-09-01,"Denver","High",120.61
2002-10-01,"Denver","High",120.66
2002-11-01,"Denver","High",121.03
2002-12-01,"Denver","High",120.95
2003-01-01,"Denver","High",120.64
2003-02-01,"Denver","High",120.1
2003-03-01,"Denver","High",121.07
2003-04-01,"Denver","High",121.77
2003-05-01,"Denver","High",121.56
2003-06-01,"Denver","High",120.91
2003-07-01,"Denver","High",120.88
2003-08-01,"Denver","High",121.57
2003-09-01,"Denver","High",121.94
2003-10-01,"Denver","High",122.43
2003-11-01,"Denver","High",122.76
2003-12-01,"Denver","High",123.03
2004-01-01,"Denver","High",124.06
2004-02-01,"Denver","High",124.48
2004-03-01,"Denver","High",125.57
2004-04-01,"Denver","High",125.93
2004-05-01,"Denver","High",125.99
2004-06-01,"Denver","High",126.83
2004-07-01,"Denver","High",127.21
2004-08-01,"Denver","High",127.76
2004-09-01,"Denver","High",128.19
2004-10-01,"Denver","High",129
2004-11-01,"Denver","High",129.82
2004-12-01,"Denver","High",130.65
2005-01-01,"Denver","High",131.3
2005-02-01,"Denver","High",132.45
2005-03-01,"Denver","High",133.02
2005-04-01,"Denver","High",133.8
2005-05-01,"Denver","High",134.04
2005-06-01,"Denver","High",133.99
2005-07-01,"Denver","High",134.27
2005-08-01,"Denver","High",134.57
2005-09-01,"Denver","High",135.43
2005-10-01,"Denver","High",136.17
2005-11-01,"Denver","High",137.03
2005-12-01,"Denver","High",138.25
2006-01-01,"Denver","High",139.41
2006-02-01,"Denver","High",139.68
2006-03-01,"Denver","High",139.69
2006-04-01,"Denver","High",139.72
2006-05-01,"Denver","High",139.92
2006-06-01,"Denver","High",139.58
2006-07-01,"Denver","High",139.55
2006-08-01,"Denver","High",139.21
2006-09-01,"Denver","High",139.47
2006-10-01,"Denver","High",139.74
2006-11-01,"Denver","High",140.25
2006-12-01,"Denver","High",140.34
2007-01-01,"Denver","High",140.18
2007-02-01,"Denver","High",140.17
2007-03-01,"Denver","High",139.92
2007-04-01,"Denver","High",139.96
2007-05-01,"Denver","High",140.1
2007-06-01,"Denver","High",140.16
2007-07-01,"Denver","High",140.15
2007-08-01,"Denver","High",140.01
2007-09-01,"Denver","High",139.55
2007-10-01,"Denver","High",138.66
2007-11-01,"Denver","High",137.14
2007-12-01,"Denver","High",136.34
2008-01-01,"Denver","High",136.35
2008-02-01,"Denver","High",135.84
2008-03-01,"Denver","High",135.19
2008-04-01,"Denver","High",134.44
2008-05-01,"Denver","High",134.27
2008-06-01,"Denver","High",134.52
2008-07-01,"Denver","High",134.05
2008-08-01,"Denver","High",133.2
2008-09-01,"Denver","High",131.84
2008-10-01,"Denver","High",130.95
2008-11-01,"Denver","High",130.27
2008-12-01,"Denver","High",128.97
2009-01-01,"Denver","High",126.43
2009-02-01,"Denver","High",124.95
2009-03-01,"Denver","High",125.22
2009-04-01,"Denver","High",124.73
2009-05-01,"Denver","High",125.02
2009-06-01,"Denver","High",125.72
2009-07-01,"Denver","High",127.49
2009-08-01,"Denver","High",127.71
2009-09-01,"Denver","High",127.9
2009-10-01,"Denver","High",127.27
2009-11-01,"Denver","High",127.35
2009-12-01,"Denver","High",127.66
2010-01-01,"Denver","High",127.83
2010-02-01,"Denver","High",128.39
2010-03-01,"Denver","High",128.09
2010-04-01,"Denver","High",129.49
2010-05-01,"Denver","High",128.44
2010-06-01,"Denver","High",127.7
2010-07-01,"Denver","High",127.06
2010-08-01,"Denver","High",126.78
2010-09-01,"Denver","High",126.56
2010-10-01,"Denver","High",127.02
2010-11-01,"Denver","High",126.87
2010-12-01,"Denver","High",127.2
2011-01-01,"Denver","High",126.77
2011-02-01,"Denver","High",126.32
2011-03-01,"Denver","High",125.06
2011-04-01,"Denver","High",126
2011-05-01,"Denver","High",125.98
2011-06-01,"Denver","High",126.03
2011-07-01,"Denver","High",125.32
2011-08-01,"Denver","High",125.58
2011-09-01,"Denver","High",125.44
2011-10-01,"Denver","High",126.07
2011-11-01,"Denver","High",126.18
2011-12-01,"Denver","High",126.11
2012-01-01,"Denver","High",126.66
2012-02-01,"Denver","High",126.9
2012-03-01,"Denver","High",127.67
2012-04-01,"Denver","High",128.06
2012-05-01,"Denver","High",129.12
2012-06-01,"Denver","High",130.19
2012-07-01,"Denver","High",131.28
2012-08-01,"Denver","High",131.4
2012-09-01,"Denver","High",132.62
2012-10-01,"Denver","High",133.22
2012-11-01,"Denver","High",134.72
2012-12-01,"Denver","High",135.12
2013-01-01,"Denver","High",136.25
2013-02-01,"Denver","High",136.76
2013-03-01,"Denver","High",137.49
2013-04-01,"Denver","High",138.56
2013-05-01,"Denver","High",139.78
2013-06-01,"Denver","High",140.37
2013-07-01,"Denver","High",141.94
2013-08-01,"Denver","High",143.05
2013-09-01,"Denver","High",144.17
2013-10-01,"Denver","High",144.58
2013-11-01,"Denver","High",144.99
2013-12-01,"Denver","High",145.57
2014-01-01,"Denver","High",146.24
2014-02-01,"Denver","High",147.42
2014-03-01,"Denver","High",147.99
2014-04-01,"Denver","High",148.66
2014-05-01,"Denver","High",148.84
2014-06-01,"Denver","High",149.06
2014-07-01,"Denver","High",148.97
2014-08-01,"Denver","High",149.2
2014-09-01,"Denver","High",149.04
2014-10-01,"Denver","High",150.79
2014-11-01,"Denver","High",151.83
2014-12-01,"Denver","High",154.17
2015-01-01,"Denver","High",154.77
2015-02-01,"Denver","High",157.94
2015-03-01,"Denver","High",158.22
2015-04-01,"Denver","High",159.37
2015-05-01,"Denver","High",159.28
2015-06-01,"Denver","High",159.46
2015-07-01,"Denver","High",159.52
2015-08-01,"Denver","High",160.35
2015-09-01,"Denver","High",161.42
2015-10-01,"Denver","High",163.09
2015-11-01,"Denver","High",164.4
1993-01-01,"Denver","Middle",55.34
1993-02-01,"Denver","Middle",55.72
1993-03-01,"Denver","Middle",55.69
1993-04-01,"Denver","Middle",56.32
1993-05-01,"Denver","Middle",56.94
1993-06-01,"Denver","Middle",57.92
1993-07-01,"Denver","Middle",58.48
1993-08-01,"Denver","Middle",59.29
1993-09-01,"Denver","Middle",60.03
1993-10-01,"Denver","Middle",60.86
1993-11-01,"Denver","Middle",61.45
1993-12-01,"Denver","Middle",62.23
1994-01-01,"Denver","Middle",62.96
1994-02-01,"Denver","Middle",63.66
1994-03-01,"Denver","Middle",64.3
1994-04-01,"Denver","Middle",64.87
1994-05-01,"Denver","Middle",65.44
1994-06-01,"Denver","Middle",65.95
1994-07-01,"Denver","Middle",66.36
1994-08-01,"Denver","Middle",66.81
1994-09-01,"Denver","Middle",67.11
1994-10-01,"Denver","Middle",67.35
1994-11-01,"Denver","Middle",67.7
1994-12-01,"Denver","Middle",68.24
1995-01-01,"Denver","Middle",68.61
1995-02-01,"Denver","Middle",69.09
1995-03-01,"Denver","Middle",68.92
1995-04-01,"Denver","Middle",69.41
1995-05-01,"Denver","Middle",69.86
1995-06-01,"Denver","Middle",70.2
1995-07-01,"Denver","Middle",70.57
1995-08-01,"Denver","Middle",70.72
1995-09-01,"Denver","Middle",71.47
1995-10-01,"Denver","Middle",71.96
1995-11-01,"Denver","Middle",72.46
1995-12-01,"Denver","Middle",72.59
1996-01-01,"Denver","Middle",72.79
1996-02-01,"Denver","Middle",73.15
1996-03-01,"Denver","Middle",73.63
1996-04-01,"Denver","Middle",73.94
1996-05-01,"Denver","Middle",74.09
1996-06-01,"Denver","Middle",74.05
1996-07-01,"Denver","Middle",74.25
1996-08-01,"Denver","Middle",74.48
1996-09-01,"Denver","Middle",74.77
1996-10-01,"Denver","Middle",74.99
1996-11-01,"Denver","Middle",75.33
1996-12-01,"Denver","Middle",75.81
1997-01-01,"Denver","Middle",76.08
1997-02-01,"Denver","Middle",76.55
1997-03-01,"Denver","Middle",77.04
1997-04-01,"Denver","Middle",77.36
1997-05-01,"Denver","Middle",77.86
1997-06-01,"Denver","Middle",78.16
1997-07-01,"Denver","Middle",78.55
1997-08-01,"Denver","Middle",79.1
1997-09-01,"Denver","Middle",79.55
1997-10-01,"Denver","Middle",79.97
1997-11-01,"Denver","Middle",80.35
1997-12-01,"Denver","Middle",80.6
1998-01-01,"Denver","Middle",81.42
1998-02-01,"Denver","Middle",82.01
1998-03-01,"Denver","Middle",82.61
1998-04-01,"Denver","Middle",83.04
1998-05-01,"Denver","Middle",83.38
1998-06-01,"Denver","Middle",83.68
1998-07-01,"Denver","Middle",84.21
1998-08-01,"Denver","Middle",84.62
1998-09-01,"Denver","Middle",85.3
1998-10-01,"Denver","Middle",86
1998-11-01,"Denver","Middle",86.85
1998-12-01,"Denver","Middle",87.77
1999-01-01,"Denver","Middle",88.67
1999-02-01,"Denver","Middle",89.3
1999-03-01,"Denver","Middle",90.29
1999-04-01,"Denver","Middle",91.58
1999-05-01,"Denver","Middle",92.63
1999-06-01,"Denver","Middle",94.06
1999-07-01,"Denver","Middle",95.15
1999-08-01,"Denver","Middle",96.36
1999-09-01,"Denver","Middle",97.46
1999-10-01,"Denver","Middle",98.61
1999-11-01,"Denver","Middle",99.45
1999-12-01,"Denver","Middle",99.87
2000-01-01,"Denver","Middle",100.77
2000-02-01,"Denver","Middle",101.99
2000-03-01,"Denver","Middle",103.04
2000-04-01,"Denver","Middle",103.32
2000-05-01,"Denver","Middle",105.64
2000-06-01,"Denver","Middle",107.71
2000-07-01,"Denver","Middle",108.83
2000-08-01,"Denver","Middle",109.5
2000-09-01,"Denver","Middle",110.86
2000-10-01,"Denver","Middle",112.1
2000-11-01,"Denver","Middle",113.31
2000-12-01,"Denver","Middle",114.51
2001-01-01,"Denver","Middle",115.77
2001-02-01,"Denver","Middle",117.16
2001-03-01,"Denver","Middle",117.67
2001-04-01,"Denver","Middle",119.21
2001-05-01,"Denver","Middle",119.83
2001-06-01,"Denver","Middle",120.79
2001-07-01,"Denver","Middle",121.09
2001-08-01,"Denver","Middle",121.59
2001-09-01,"Denver","Middle",121.78
2001-10-01,"Denver","Middle",121.93
2001-11-01,"Denver","Middle",122.26
2001-12-01,"Denver","Middle",122.68
2002-01-01,"Denver","Middle",123.19
2002-02-01,"Denver","Middle",123.7
2002-03-01,"Denver","Middle",124.36
2002-04-01,"Denver","Middle",124.75
2002-05-01,"Denver","Middle",125.27
2002-06-01,"Denver","Middle",125.28
2002-07-01,"Denver","Middle",125.75
2002-08-01,"Denver","Middle",125.84
2002-09-01,"Denver","Middle",126.28
2002-10-01,"Denver","Middle",126.56
2002-11-01,"Denver","Middle",126.88
2002-12-01,"Denver","Middle",127.16
2003-01-01,"Denver","Middle",127.53
2003-02-01,"Denver","Middle",127.73
2003-03-01,"Denver","Middle",128.15
2003-04-01,"Denver","Middle",127.71
2003-05-01,"Denver","Middle",127.81
2003-06-01,"Denver","Middle",127.25
2003-07-01,"Denver","Middle",127.78
2003-08-01,"Denver","Middle",128.02
2003-09-01,"Denver","Middle",128.41
2003-10-01,"Denver","Middle",128.73
2003-11-01,"Denver","Middle",129.45
2003-12-01,"Denver","Middle",129.69
2004-01-01,"Denver","Middle",129.94
2004-02-01,"Denver","Middle",130.06
2004-03-01,"Denver","Middle",130.78
2004-04-01,"Denver","Middle",131.02
2004-05-01,"Denver","Middle",131.03
2004-06-01,"Denver","Middle",131.19
2004-07-01,"Denver","Middle",131.2
2004-08-01,"Denver","Middle",131.55
2004-09-01,"Denver","Middle",131.62
2004-10-01,"Denver","Middle",132.3
2004-11-01,"Denver","Middle",132.68
2004-12-01,"Denver","Middle",133.6
2005-01-01,"Denver","Middle",134.2
2005-02-01,"Denver","Middle",134.43
2005-03-01,"Denver","Middle",134.65
2005-04-01,"Denver","Middle",134.76
2005-05-01,"Denver","Middle",134.77
2005-06-01,"Denver","Middle",134.9
2005-07-01,"Denver","Middle",134.75
2005-08-01,"Denver","Middle",135.17
2005-09-01,"Denver","Middle",135.58
2005-10-01,"Denver","Middle",136.44
2005-11-01,"Denver","Middle",136.72
2005-12-01,"Denver","Middle",137.22
2006-01-01,"Denver","Middle",137.94
2006-02-01,"Denver","Middle",138.57
2006-03-01,"Denver","Middle",138.83
2006-04-01,"Denver","Middle",137.67
2006-05-01,"Denver","Middle",137.41
2006-06-01,"Denver","Middle",137.23
2006-07-01,"Denver","Middle",137.28
2006-08-01,"Denver","Middle",136.76
2006-09-01,"Denver","Middle",136.49
2006-10-01,"Denver","Middle",135.9
2006-11-01,"Denver","Middle",135.32
2006-12-01,"Denver","Middle",136.37
2007-01-01,"Denver","Middle",136.9
2007-02-01,"Denver","Middle",136.77
2007-03-01,"Denver","Middle",135.87
2007-04-01,"Denver","Middle",135.2
2007-05-01,"Denver","Middle",135.51
2007-06-01,"Denver","Middle",135.38
2007-07-01,"Denver","Middle",135.75
2007-08-01,"Denver","Middle",135.8
2007-09-01,"Denver","Middle",135.51
2007-10-01,"Denver","Middle",134.22
2007-11-01,"Denver","Middle",132.8
2007-12-01,"Denver","Middle",130.88
2008-01-01,"Denver","Middle",129.36
2008-02-01,"Denver","Middle",128.5
2008-03-01,"Denver","Middle",129.05
2008-04-01,"Denver","Middle",129.95
2008-05-01,"Denver","Middle",129.96
2008-06-01,"Denver","Middle",129.8
2008-07-01,"Denver","Middle",129.96
2008-08-01,"Denver","Middle",129.45
2008-09-01,"Denver","Middle",128.97
2008-10-01,"Denver","Middle",128.24
2008-11-01,"Denver","Middle",128.12
2008-12-01,"Denver","Middle",128
2009-01-01,"Denver","Middle",126.22
2009-02-01,"Denver","Middle",125.9
2009-03-01,"Denver","Middle",125.19
2009-04-01,"Denver","Middle",126.72
2009-05-01,"Denver","Middle",126.75
2009-06-01,"Denver","Middle",128.66
2009-07-01,"Denver","Middle",128.77
2009-08-01,"Denver","Middle",129.85
2009-09-01,"Denver","Middle",129.96
2009-10-01,"Denver","Middle",130.47
2009-11-01,"Denver","Middle",130.75
2009-12-01,"Denver","Middle",130.75
2010-01-01,"Denver","Middle",131.2
2010-02-01,"Denver","Middle",131.32
2010-03-01,"Denver","Middle",131.32
2010-04-01,"Denver","Middle",131.4
2010-05-01,"Denver","Middle",131.1
2010-06-01,"Denver","Middle",130.15
2010-07-01,"Denver","Middle",128.16
2010-08-01,"Denver","Middle",126.67
2010-09-01,"Denver","Middle",126.04
2010-10-01,"Denver","Middle",125.84
2010-11-01,"Denver","Middle",125.22
2010-12-01,"Denver","Middle",125.87
2011-01-01,"Denver","Middle",126.1
2011-02-01,"Denver","Middle",125.69
2011-03-01,"Denver","Middle",124.27
2011-04-01,"Denver","Middle",124.14
2011-05-01,"Denver","Middle",124.38
2011-06-01,"Denver","Middle",125.74
2011-07-01,"Denver","Middle",125.28
2011-08-01,"Denver","Middle",125.59
2011-09-01,"Denver","Middle",125.49
2011-10-01,"Denver","Middle",126.01
2011-11-01,"Denver","Middle",126.53
2011-12-01,"Denver","Middle",126.29
2012-01-01,"Denver","Middle",126.77
2012-02-01,"Denver","Middle",126.58
2012-03-01,"Denver","Middle",127.73
2012-04-01,"Denver","Middle",128.7
2012-05-01,"Denver","Middle",129.96
2012-06-01,"Denver","Middle",130.48
2012-07-01,"Denver","Middle",131.67
2012-08-01,"Denver","Middle",132.37
2012-09-01,"Denver","Middle",133.81
2012-10-01,"Denver","Middle",135.15
2012-11-01,"Denver","Middle",136.67
2012-12-01,"Denver","Middle",137.67
2013-01-01,"Denver","Middle",138.38
2013-02-01,"Denver","Middle",139.76
2013-03-01,"Denver","Middle",140.92
2013-04-01,"Denver","Middle",142.05
2013-05-01,"Denver","Middle",142.84
2013-06-01,"Denver","Middle",143.93
2013-07-01,"Denver","Middle",145.45
2013-08-01,"Denver","Middle",146.89
2013-09-01,"Denver","Middle",147.87
2013-10-01,"Denver","Middle",148.18
2013-11-01,"Denver","Middle",149.33
2013-12-01,"Denver","Middle",150.57
2014-01-01,"Denver","Middle",152.29
2014-02-01,"Denver","Middle",152.63
2014-03-01,"Denver","Middle",153.64
2014-04-01,"Denver","Middle",154.43
2014-05-01,"Denver","Middle",155.57
2014-06-01,"Denver","Middle",156.54
2014-07-01,"Denver","Middle",157.03
2014-08-01,"Denver","Middle",158.22
2014-09-01,"Denver","Middle",159.91
2014-10-01,"Denver","Middle",161.62
2014-11-01,"Denver","Middle",162.88
2014-12-01,"Denver","Middle",164.96
2015-01-01,"Denver","Middle",166.95
2015-02-01,"Denver","Middle",170.31
2015-03-01,"Denver","Middle",171.83
2015-04-01,"Denver","Middle",173.54
2015-05-01,"Denver","Middle",174.23
2015-06-01,"Denver","Middle",175.3
2015-07-01,"Denver","Middle",176
2015-08-01,"Denver","Middle",177.2
2015-09-01,"Denver","Middle",178.17
2015-10-01,"Denver","Middle",179.79
2015-11-01,"Denver","Middle",181.13
1993-01-01,"Denver","Low",44.51
1993-02-01,"Denver","Low",44.46
1993-03-01,"Denver","Low",44.62
1993-04-01,"Denver","Low",44.89
1993-05-01,"Denver","Low",45.75
1993-06-01,"Denver","Low",46.13
1993-07-01,"Denver","Low",46.83
1993-08-01,"Denver","Low",47.39
1993-09-01,"Denver","Low",48.09
1993-10-01,"Denver","Low",49.06
1993-11-01,"Denver","Low",49.81
1993-12-01,"Denver","Low",50.59
1994-01-01,"Denver","Low",51.08
1994-02-01,"Denver","Low",51.54
1994-03-01,"Denver","Low",52.02
1994-04-01,"Denver","Low",52.4
1994-05-01,"Denver","Low",52.69
1994-06-01,"Denver","Low",53.12
1994-07-01,"Denver","Low",53.34
1994-08-01,"Denver","Low",53.68
1994-09-01,"Denver","Low",54.05
1994-10-01,"Denver","Low",54.46
1994-11-01,"Denver","Low",55
1994-12-01,"Denver","Low",55.35
1995-01-01,"Denver","Low",56.15
1995-02-01,"Denver","Low",56.8
1995-03-01,"Denver","Low",57.45
1995-04-01,"Denver","Low",58.2
1995-05-01,"Denver","Low",58.89
1995-06-01,"Denver","Low",59.61
1995-07-01,"Denver","Low",60.34
1995-08-01,"Denver","Low",61.07
1995-09-01,"Denver","Low",61.7
1995-10-01,"Denver","Low",62.09
1995-11-01,"Denver","Low",62.47
1995-12-01,"Denver","Low",63.14
1996-01-01,"Denver","Low",63.34
1996-02-01,"Denver","Low",63.9
1996-03-01,"Denver","Low",64.43
1996-04-01,"Denver","Low",65.33
1996-05-01,"Denver","Low",65.85
1996-06-01,"Denver","Low",66.02
1996-07-01,"Denver","Low",66.33
1996-08-01,"Denver","Low",66.78
1996-09-01,"Denver","Low",67.21
1996-10-01,"Denver","Low",67.82
1996-11-01,"Denver","Low",68.26
1996-12-01,"Denver","Low",68.85
1997-01-01,"Denver","Low",69.46
1997-02-01,"Denver","Low",70.29
1997-03-01,"Denver","Low",70.57
1997-04-01,"Denver","Low",70.97
1997-05-01,"Denver","Low",71.24
1997-06-01,"Denver","Low",71.96
1997-07-01,"Denver","Low",72.63
1997-08-01,"Denver","Low",73.6
1997-09-01,"Denver","Low",73.98
1997-10-01,"Denver","Low",74.6
1997-11-01,"Denver","Low",75.44
1997-12-01,"Denver","Low",76.25
1998-01-01,"Denver","Low",77.09
1998-02-01,"Denver","Low",77.45
1998-03-01,"Denver","Low",77.58
1998-04-01,"Denver","Low",78.16
1998-05-01,"Denver","Low",79.05
1998-06-01,"Denver","Low",79.91
1998-07-01,"Denver","Low",80.7
1998-08-01,"Denver","Low",81.65
1998-09-01,"Denver","Low",82.44
1998-10-01,"Denver","Low",83.31
1998-11-01,"Denver","Low",83.74
1998-12-01,"Denver","Low",83.78
1999-01-01,"Denver","Low",85.04
1999-02-01,"Denver","Low",86.25
1999-03-01,"Denver","Low",88.23
1999-04-01,"Denver","Low",88.8
1999-05-01,"Denver","Low",89.71
1999-06-01,"Denver","Low",90.75
1999-07-01,"Denver","Low",92.17
1999-08-01,"Denver","Low",93.55
1999-09-01,"Denver","Low",95.37
1999-10-01,"Denver","Low",96.51
1999-11-01,"Denver","Low",97.9
1999-12-01,"Denver","Low",99.38
2000-01-01,"Denver","Low",100.67
2000-02-01,"Denver","Low",101.74
2000-03-01,"Denver","Low",103.39
2000-04-01,"Denver","Low",104.24
2000-05-01,"Denver","Low",106.37
2000-06-01,"Denver","Low",108.48
2000-07-01,"Denver","Low",110.13
2000-08-01,"Denver","Low",111.1
2000-09-01,"Denver","Low",112.14
2000-10-01,"Denver","Low",113.67
2000-11-01,"Denver","Low",115.15
2000-12-01,"Denver","Low",116.82
2001-01-01,"Denver","Low",117.74
2001-02-01,"Denver","Low",118.78
2001-03-01,"Denver","Low",119.03
2001-04-01,"Denver","Low",120.38
2001-05-01,"Denver","Low",121.61
2001-06-01,"Denver","Low",122.18
2001-07-01,"Denver","Low",122.51
2001-08-01,"Denver","Low",123.21
2001-09-01,"Denver","Low",124.18
2001-10-01,"Denver","Low",125.04
2001-11-01,"Denver","Low",125.41
2001-12-01,"Denver","Low",125.46
2002-01-01,"Denver","Low",126.06
2002-02-01,"Denver","Low",127.08
2002-03-01,"Denver","Low",128.33
2002-04-01,"Denver","Low",129.38
2002-05-01,"Denver","Low",129.79
2002-06-01,"Denver","Low",130.16
2002-07-01,"Denver","Low",130.5
2002-08-01,"Denver","Low",131.18
2002-09-01,"Denver","Low",131.59
2002-10-01,"Denver","Low",132.11
2002-11-01,"Denver","Low",132.93
2002-12-01,"Denver","Low",133.26
2003-01-01,"Denver","Low",133.68
2003-02-01,"Denver","Low",134.14
2003-03-01,"Denver","Low",134.26
2003-04-01,"Denver","Low",133.23
2003-05-01,"Denver","Low",132.89
2003-06-01,"Denver","Low",132.06
2003-07-01,"Denver","Low",132.27
2003-08-01,"Denver","Low",132.14
2003-09-01,"Denver","Low",132.48
2003-10-01,"Denver","Low",132.63
2003-11-01,"Denver","Low",133.03
2003-12-01,"Denver","Low",133.6
2004-01-01,"Denver","Low",134.81
2004-02-01,"Denver","Low",135.97
2004-03-01,"Denver","Low",135.46
2004-04-01,"Denver","Low",135
2004-05-01,"Denver","Low",134.84
2004-06-01,"Denver","Low",135.45
2004-07-01,"Denver","Low",135.41
2004-08-01,"Denver","Low",135.47
2004-09-01,"Denver","Low",135.24
2004-10-01,"Denver","Low",135.49
2004-11-01,"Denver","Low",135.55
2004-12-01,"Denver","Low",136.63
2005-01-01,"Denver","Low",137.16
2005-02-01,"Denver","Low",138.28
2005-03-01,"Denver","Low",138.28
2005-04-01,"Denver","Low",138.88
2005-05-01,"Denver","Low",138.19
2005-06-01,"Denver","Low",137.12
2005-07-01,"Denver","Low",136.32
2005-08-01,"Denver","Low",136.53
2005-09-01,"Denver","Low",136.7
2005-10-01,"Denver","Low",137.61
2005-11-01,"Denver","Low",137.28
2005-12-01,"Denver","Low",137.47
2006-01-01,"Denver","Low",137.2
2006-02-01,"Denver","Low",138.67
2006-03-01,"Denver","Low",138.21
2006-04-01,"Denver","Low",137.43
2006-05-01,"Denver","Low",136.69
2006-06-01,"Denver","Low",136.37
2006-07-01,"Denver","Low",135.73
2006-08-01,"Denver","Low",134.92
2006-09-01,"Denver","Low",133.6
2006-10-01,"Denver","Low",132.57
2006-11-01,"Denver","Low",131.64
2006-12-01,"Denver","Low",131.56
2007-01-01,"Denver","Low",131.74
2007-02-01,"Denver","Low",130.82
2007-03-01,"Denver","Low",130.22
2007-04-01,"Denver","Low",128.65
2007-05-01,"Denver","Low",129.22
2007-06-01,"Denver","Low",128.48
2007-07-01,"Denver","Low",128.44
2007-08-01,"Denver","Low",126.88
2007-09-01,"Denver","Low",125.63
2007-10-01,"Denver","Low",122.61
2007-11-01,"Denver","Low",121.92
2007-12-01,"Denver","Low",120.36
2008-01-01,"Denver","Low",119.52
2008-02-01,"Denver","Low",117.93
2008-03-01,"Denver","Low",116.7
2008-04-01,"Denver","Low",116.58
2008-05-01,"Denver","Low",116.48
2008-06-01,"Denver","Low",116.61
2008-07-01,"Denver","Low",117.01
2008-08-01,"Denver","Low",116.84
2008-09-01,"Denver","Low",116.95
2008-10-01,"Denver","Low",115.75
2008-11-01,"Denver","Low",115.76
2008-12-01,"Denver","Low",114.96
2009-01-01,"Denver","Low",113.92
2009-02-01,"Denver","Low",112.47
2009-03-01,"Denver","Low",112.81
2009-04-01,"Denver","Low",114.56
2009-05-01,"Denver","Low",114.62
2009-06-01,"Denver","Low",116.69
2009-07-01,"Denver","Low",117.38
2009-08-01,"Denver","Low",119.54
2009-09-01,"Denver","Low",120.02
2009-10-01,"Denver","Low",123.47
2009-11-01,"Denver","Low",123.87
2009-12-01,"Denver","Low",123.87
2010-01-01,"Denver","Low",121.31
2010-02-01,"Denver","Low",119.64
2010-03-01,"Denver","Low",122.93
